metric,observed_mean_file_effect,null_mean,null_standard_deviation,null_raw_99_percentile,observed_z,familywise_99_threshold_z,familywise_p_value,passes
mse_gain_source_vs_anonymous,2.1195217096710017e-05,-2.2771215711718693e-05,1.491779106254228e-06,-1.8729211745597953e-05,29.47248196740462,2.9340603708322424,0.001,True
rho_gain_source_vs_anonymous,0.0039729953951256535,-0.0059544391232163665,0.0002762632709405268,-0.005293652844980047,35.934688257850866,2.9340603708322424,0.001,True
